PhraseId	SentenceId	Phrase	Sentiment 
31183	1456	a terrific performance in this fascinating portrait of a modern Lothario	4
31186	1456	in this fascinating portrait of a modern Lothario	4
31187	1456	this fascinating portrait of a modern Lothario	3
31194	1457	Overwrought , melodramatic bodice-ripper .	1
31195	1457	Overwrought , melodramatic bodice-ripper	0
31204	1458	an unexpectedly adamant streak	3
31213	1458	for all his disparate Manhattan denizens -- especially the a \*\* holes	1
31214	1458	all his disparate Manhattan denizens -- especially the a \*\* holes	1
31215	1458	his disparate Manhattan denizens -- especially the a \*\* holes	1
31259	1460	intelligent jazz-playing exterminator	3
31273	1461	is long on glamour and short on larger moralistic consequences ,	1
31279	1461	short on larger moralistic consequences	1
31285	1461	though it 's told with sharp ears and eyes for the tenor of the times	3
31288	1461	told with sharp ears and eyes for the tenor of the times	3
31299	1462	Even the hastily and amateurishly drawn animation can not engage .	0
31300	1462	Even the hastily and amateurishly drawn animation	1
31301	1462	Even the hastily and amateurishly	1
31308	1463	Plodding , peevish and gimmicky .	1
31309	1463	Plodding , peevish and gimmicky	0
31317	1464	Insomnia does not become one of those rare remakes to eclipse the original , but	3
31318	1464	Insomnia does not become one of those rare remakes to eclipse the original ,	1
31321	1464	become one of those rare remakes to eclipse the original	3
31339	1466	To say that this vapid vehicle is downright doltish and uneventful	1
31340	1466	say that this vapid vehicle is downright doltish and uneventful	1
31341	1466	that this vapid vehicle is downright doltish and uneventful	1
31342	1466	this vapid vehicle is downright doltish and uneventful	0
31346	1466	is downright doltish and uneventful	0
31352	1466	is just as obvious as telling a country skunk that he has severe body odor .	1
31353	1466	is just as obvious as telling a country skunk that he has severe body odor	0
31354	1466	is just as obvious as telling a country skunk	1
31355	1466	as obvious as telling a country skunk	1
31356	1466	obvious as telling a country skunk	1
31383	1467	to scale the lunatic heights of Joe Dante 's similarly styled Gremlins	3
31391	1467	Joe Dante 's similarly styled Gremlins	3
31401	1468	At 78 minutes it just zings along with vibrance and warmth .	4
31405	1468	it just zings along with vibrance and warmth .	4
31406	1468	just zings along with vibrance and warmth .	4
31407	1468	zings along with vibrance and warmth .	4
31408	1468	zings along with vibrance and warmth	4
31418	1470	If ever such a dependable concept was botched in execution , this is it .	0
31419	1470	If ever such a dependable concept was botched in execution	1
31420	1470	ever such a dependable concept was botched in execution	1
31421	1470	such a dependable concept was botched in execution	1
31442	1472	the humor aspects of ` Jason X ' were far more entertaining than I had expected	3
31448	1472	were far more entertaining than I had expected	4
31449	1472	far more entertaining than I had expected	4
31455	1472	, everything else about the film tanks .	1
31456	1472	everything else about the film tanks .	1
31474	1473	to The Rising Place that would set it apart from other Deep South stories	3
31475	1473	The Rising Place that would set it apart from other Deep South stories	3
31479	1473	that would set it apart from other Deep South stories	3
31481	1473	set it apart from other Deep South stories	3
31509	1474	with a white-empowered police force	1
31510	1474	a white-empowered police force	1
31529	1475	it 's self-defeatingly decorous	1
31534	1476	The film is ultimately about as inspiring as a Hallmark card .	1
31535	1476	is ultimately about as inspiring as a Hallmark card .	0
31536	1476	is ultimately about as inspiring as a Hallmark card	1
31546	1477	With little visible talent and no energy	0
31547	1477	little visible talent and no energy	0
31552	1477	, Colin Hanks is in bad need of major acting lessons and maybe a little coffee .	1
31553	1477	Colin Hanks is in bad need of major acting lessons and maybe a little coffee .	0
31556	1477	is in bad need of major acting lessons and maybe a little coffee .	0
31557	1477	is in bad need of major acting lessons and maybe a little coffee	0
31558	1477	in bad need of major acting lessons and maybe a little coffee	1
31559	1477	bad need of major acting lessons and maybe a little coffee	1
31561	1477	of major acting lessons and maybe a little coffee	1
31562	1477	major acting lessons and maybe a little coffee	1
31576	1479	Stevens ' vibrant creative instincts	3
31583	1479	are the difference between this and countless other flicks about guys and dolls	3
31595	1480	Weighty and ponderous but every bit as filling as the treat of the title .	3
31596	1480	Weighty and ponderous but every bit as filling as the treat of the title	3
31601	1480	but every bit as filling as the treat of the title	3
31602	1480	every bit as filling as the treat of the title	4
31604	1480	as filling as the treat of the title	3
31611	1481	There 's an excellent 90-minute film here ; unfortunately , it runs for 170 .	1
31613	1481	There 's an excellent 90-minute film here ;	4
31614	1481	There 's an excellent 90-minute film here	3
31615	1481	's an excellent 90-minute film here	4
31616	1481	's an excellent 90-minute film	4
31620	1481	unfortunately , it runs for 170	1
31626	1482	But it does somehow manage to get you under its spell .	3
31627	1482	it does somehow manage to get you under its spell .	3
31628	1482	does somehow manage to get you under its spell .	3
31629	1482	does somehow manage to get you under its spell	3
31631	1482	manage to get you under its spell	3
31640	1483	Brian Tufano 's handsome widescreen photography and	3
31641	1483	Brian Tufano 's handsome widescreen photography	3
31645	1483	handsome widescreen photography	3
31649	1483	Paul Grabowsky 's excellent music	4
31654	1483	turn this fairly parochial melodrama into something really rather special .	4
31655	1483	turn this fairly parochial melodrama into something really rather special	3
31671	1485	Old people will love this movie , and I mean that in the nicest possible way :	3
31672	1485	Old people will love this movie , and I mean that in the nicest possible way	3
31673	1485	Old people will love this movie , and	3
31674	1485	Old people will love this movie ,	3
31675	1485	Old people will love this movie	3
31679	1485	I mean that in the nicest possible way	3
31682	1485	that in the nicest possible way	3
31691	1485	will touch the heart of anyone old enough to have earned a 50-year friendship	4
31692	1485	touch the heart of anyone old enough to have earned a 50-year friendship	3
31693	1485	the heart of anyone old enough to have earned a 50-year friendship	3
31696	1485	old enough to have earned a 50-year friendship	3
31698	1485	to have earned a 50-year friendship	3
31699	1485	have earned a 50-year friendship	3
31711	1486	exercise in sham actor workshops and an affected malaise .	0
31712	1486	exercise in sham actor workshops and an affected malaise	1
31713	1486	in sham actor workshops and an affected malaise	1
31714	1486	sham actor workshops and an affected malaise	1
31739	1487	with taking insane liberties and doing the goofiest stuff out of left field	3
31758	1488	Just about the surest bet for an all-around good time at the movies this summer	4
31764	1488	for an all-around good time at the movies this summer	3
31765	1488	an all-around good time at the movies this summer	4
31766	1488	an all-around good time at the movies	3
31780	1489	the lustrous polished visuals rich in color and creativity and , of course ,	3
31781	1489	the lustrous polished visuals rich in color and creativity and	3
31782	1489	the lustrous polished visuals rich in color and creativity	4
31799	1490	the efforts of its star , Kline , to lend some dignity to a dumb story	1
31806	1490	to lend some dignity to a dumb story	1
31807	1490	lend some dignity to a dumb story	1
31820	1491	A sometimes incisive and sensitive portrait	3
31825	1491	undercut by its awkward structure and a final veering toward melodrama .	1
31826	1491	undercut by its awkward structure and a final veering toward melodrama	1
31827	1491	undercut by its awkward structure and a final veering	0
31829	1491	by its awkward structure and a final veering	1
31830	1491	its awkward structure and a final veering	1
31840	1492	That ` Alabama ' manages to be pleasant in spite of its predictability and	3
31841	1492	That ` Alabama ' manages to be pleasant in spite of its predictability	3
31845	1492	manages to be pleasant in spite of its predictability	3
31846	1492	to be pleasant in spite of its predictability	3
31847	1492	be pleasant in spite of its predictability	3
31848	1492	pleasant in spite of its predictability	3
31849	1492	in spite of its predictability	1
31866	1492	who is always a joy to watch , even when her material is not first-rate -RRB-	3
31867	1492	who is always a joy to watch , even when her material is not first-rate	3
31868	1492	is always a joy to watch , even when her material is not first-rate	3
31870	1492	a joy to watch , even when her material is not first-rate	3
31871	1492	joy to watch , even when her material is not first-rate	3
31876	1492	when her material is not first-rate	1
31877	1492	her material is not first-rate	1
31896	1493	in a mess of mixed messages , over-blown drama and Bruce Willis	1
31897	1493	a mess of mixed messages , over-blown drama and Bruce Willis	1
31899	1493	of mixed messages , over-blown drama and Bruce Willis	1
31900	1493	mixed messages , over-blown drama and Bruce Willis	1
31916	1494	World Traveler might not go anywhere new , or arrive anyplace special ,	1
31927	1494	it 's certainly an honest attempt to get at something	3
31928	1494	's certainly an honest attempt to get at something	3
31929	1494	an honest attempt to get at something	3
31930	1494	honest attempt to get at something	3
31935	1495	You would n't want to live waydowntown , but it is a hilarious place to visit .	3
31936	1495	You would n't want to live waydowntown , but it is a hilarious place to visit	3
31938	1495	You would n't want to live waydowntown ,	1
31939	1495	You would n't want to live waydowntown	1
31940	1495	would n't want to live waydowntown	1
31945	1495	it is a hilarious place to visit	3
31971	1496	, No Such Thing is Hartley 's least accessible screed yet .	1
31972	1496	No Such Thing is Hartley 's least accessible screed yet .	1
31973	1496	is Hartley 's least accessible screed yet .	1
31974	1496	is Hartley 's least accessible screed yet	1
31975	1496	is Hartley 's least accessible screed	1
31990	1497	, but thanks to the gorgeous locales and exceptional lead performances	3
31991	1497	thanks to the gorgeous locales and exceptional lead performances	3
31992	1497	to the gorgeous locales and exceptional lead performances	3
31993	1497	the gorgeous locales and exceptional lead performances	4
32007	1498	do n't entirely ` get ' Godard 's distinctive discourse	1
32016	1498	will still come away with a sense of his reserved but existential poignancy .	3
32017	1498	will still come away with a sense of his reserved but existential poignancy	3
32019	1498	come away with a sense of his reserved but existential poignancy	3
32021	1498	with a sense of his reserved but existential poignancy	3
32024	1498	of his reserved but existential poignancy	3
32025	1498	his reserved but existential poignancy	3
32044	1500	its audience -- in a heartwarming , nonjudgmental kind of way --	3
32045	1500	-- in a heartwarming , nonjudgmental kind of way --	3
32046	1500	in a heartwarming , nonjudgmental kind of way --	3
32047	1500	in a heartwarming , nonjudgmental kind of way	3
32048	1500	a heartwarming , nonjudgmental kind of way	3
32049	1500	a heartwarming , nonjudgmental kind	4
32050	1500	heartwarming , nonjudgmental kind	3
32066	1501	seem to be in a contest to see who can out-bad-act the other .	0
32067	1501	seem to be in a contest to see who can out-bad-act the other	0
32068	1501	to be in a contest to see who can out-bad-act the other	1
32069	1501	be in a contest to see who can out-bad-act the other	0
32070	1501	in a contest to see who can out-bad-act the other	0
32071	1501	a contest to see who can out-bad-act the other	0
32072	1501	contest to see who can out-bad-act the other	0
32073	1501	to see who can out-bad-act the other	0
32074	1501	see who can out-bad-act the other	0
32080	1502	Qutting may be a flawed film , but it is nothing if not sincere	3
32081	1502	Qutting may be a flawed film , but	1
32082	1502	Qutting may be a flawed film ,	1
32102	1503	should be expected from any movie with a `` 2 '' at the end of its title .	1
32103	1503	should be expected from any movie with a `` 2 '' at the end of its title	1
32104	1503	be expected from any movie with a `` 2 '' at the end of its title	1
32116	1504	Throughout , Mr. Audiard 's direction is fluid and quick .	3
32117	1504	, Mr. Audiard 's direction is fluid and quick .	3
32118	1504	Mr. Audiard 's direction is fluid and quick .	4
32128	1505	A painfully slow cliche-ridden film	0
32129	1505	painfully slow cliche-ridden film	0
32132	1505	filled with more holes than Clyde Barrow 's car .	1
32133	1505	filled with more holes than Clyde Barrow 's car	1
32134	1505	with more holes than Clyde Barrow 's car	0
32135	1505	more holes than Clyde Barrow 's car	1
32145	1506	A wishy-washy melodramatic movie	1
32146	1506	wishy-washy melodramatic movie	1
32155	1506	und drung , but explains its characters ' decisions only unsatisfactorily .	1
32156	1506	und drung , but explains its characters ' decisions only unsatisfactorily	1
32162	1506	explains its characters ' decisions only unsatisfactorily	1
32163	1506	its characters ' decisions only unsatisfactorily	1
32168	1507	One of the best looking and stylish animated movies in quite a while ...	4
32169	1507	One of the best looking and stylish animated movies in quite a while	4
32170	1507	One of the best looking and stylish	4
32171	1507	of the best looking and stylish	3
32175	1507	animated movies in quite a while	1
32185	1508	evolved from star to superstar some time	3
32186	1508	evolved from star to superstar	3
32201	1508	is the kind of quirkily appealing minor movie she might not make for a while	3
32202	1508	the kind of quirkily appealing minor movie she might not make for a while	3
32203	1508	of quirkily appealing minor movie she might not make for a while	3
32205	1508	quirkily appealing minor movie	3
32209	1508	she might not make for a while	1
32232	1510	she 's really done it this time .	3
32240	1511	are complex and quirky , but entirely believable	3
32241	1511	complex and quirky , but entirely believable	3
32247	1511	as the remarkable ensemble cast brings them to life	3
32248	1511	the remarkable ensemble cast brings them to life	3
32257	1513	Deep intelligence and a warm , enveloping affection breathe out of every frame .	4
32258	1513	Deep intelligence and a warm , enveloping affection	3
32284	1514	will please Eastwood 's loyal fans -- and	3
32285	1514	will please Eastwood 's loyal fans --	4
32286	1514	will please Eastwood 's loyal fans	3
32295	1514	our hero must ride roughshod over incompetent cops to get his man	3
32319	1515	place most of the psychological and philosophical material in italics	1
32325	1515	psychological and philosophical	3
32330	1515	trust an audience 's intelligence	3
32336	1515	an overall sense of brusqueness	1
32345	1516	fairly solid -- not to mention	3
32353	1516	it certainly does n't feel like a film that strays past the two and a half mark	3
32354	1516	certainly does n't feel like a film that strays past the two and a half mark	1
32355	1516	does n't feel like a film that strays past the two and a half mark	1
32357	1516	like a film that strays past the two and a half mark	1
32360	1516	strays past the two and a half mark	1
32376	1517	stand as intellectual masterpieces next to The Scorpion King .	4
32377	1517	stand as intellectual masterpieces next to The Scorpion King	3
32378	1517	stand as intellectual masterpieces	3
32384	1518	A really good premise is frittered away in middle-of-the-road blandness .	1
32388	1518	is frittered away in middle-of-the-road blandness .	1
32389	1518	is frittered away in middle-of-the-road blandness	1
32390	1518	frittered away in middle-of-the-road blandness	1
32393	1518	in middle-of-the-road blandness	1
32404	1519	the sentimental oh-those-wacky-Brits genre	3
32409	1519	was ushered in by The Full Monty and is still straining to produce another smash	1
32417	1519	straining to produce another smash	1
32425	1520	Time is a beautiful film to watch	4
32430	1520	, an interesting and at times captivating take on loss and loneliness .	3
32431	1520	an interesting and at times captivating take on loss and loneliness .	3
32432	1520	an interesting and at times captivating	3
32433	1520	interesting and at times captivating	4
32465	1521	made him bitter and less mature	1
32472	1522	is in many ways a conventional , even predictable remake	1
32473	1522	in many ways a conventional , even predictable remake	1
32483	1522	Nolan 's penetrating undercurrent of cerebral and cinemantic flair	3
32484	1522	Nolan 's penetrating undercurrent	3
32489	1522	of cerebral and cinemantic flair	4
32506	1523	a supremely hopeful cautionary tale	3
32507	1523	supremely hopeful cautionary tale	3
32518	1523	we , today , can prevent its tragic waste of life	1
32519	1523	, today , can prevent its tragic waste of life	1
32521	1523	, can prevent its tragic waste of life	1
32522	1523	can prevent its tragic waste of life	1
32523	1523	prevent its tragic waste of life	1
32527	1524	It does n't reach them , but the effort is gratefully received .	3
32528	1524	It does n't reach them , but the effort is gratefully received	3
32534	1524	the effort is gratefully received	3
32548	1526	Seems like someone going through the motions .	1
32549	1526	Seems like someone going through the motions	1
32551	1526	someone going through the motions	1
32553	1527	While I ca n't say it 's on par with the first one	1
32554	1527	I ca n't say it 's on par with the first one	1
32555	1527	ca n't say it 's on par with the first one	1
32556	1527	say it 's on par with the first one	3
32557	1527	it 's on par with the first one	3
32563	1527	, Stuart Little 2 is a light , fun cheese puff of a movie .	3
32564	1527	Stuart Little 2 is a light , fun cheese puff of a movie .	3
32565	1527	is a light , fun cheese puff of a movie .	4
32566	1527	is a light , fun cheese puff of a movie	3
32588	1528	who could too easily become comic relief in any other film --	3
32589	1528	who could too easily become comic relief in any other film	3
32596	1528	to reveal his impressively delicate range	4
32597	1528	reveal his impressively delicate range	3
32599	1528	his impressively delicate range	3
32616	1529	whose portrait of a therapy-dependent flakeball	1
32632	1530	The film does n't have enough innovation or pizazz to attract teenagers , and	0
32633	1530	The film does n't have enough innovation or pizazz to attract teenagers ,	1
32634	1530	The film does n't have enough innovation or pizazz to attract teenagers	1
32635	1530	does n't have enough innovation or pizazz to attract teenagers	1
32649	1530	that made Spy Kids a surprising winner with both adults and younger audiences	3
32650	1530	made Spy Kids a surprising winner with both adults and younger audiences	3
32651	1530	Spy Kids a surprising winner with both adults and younger audiences	4
32653	1530	a surprising winner with both adults and younger audiences	3
32663	1531	At once overly old-fashioned in its sudsy plotting and	1
32664	1531	At once overly old-fashioned in its sudsy plotting	1
32665	1531	once overly old-fashioned in its sudsy plotting	1
32666	1531	once overly old-fashioned in its sudsy	1
32673	1531	in its effort to modernize it with encomia to diversity and tolerance	1
32676	1531	to modernize it with encomia to diversity and tolerance	1
32677	1531	modernize it with encomia to diversity and tolerance	1
32700	1533	's easier to change the sheets	1
32706	1533	than to change hackneyed concepts when it comes to dreaming up romantic comedies	1
32707	1533	to change hackneyed concepts when it comes to dreaming up romantic comedies	1
32708	1533	change hackneyed concepts when it comes to dreaming up romantic comedies	1
32715	1533	comes to dreaming up romantic comedies	3
32721	1534	Wonderful fencing scenes and an exciting plot	3
32729	1534	make this an eminently engrossing film .	4
32730	1534	make this an eminently engrossing film	4
32731	1534	this an eminently engrossing film	4
32750	1535	is not quite what it could have been as a film	1
32751	1535	not quite what it could have been as a film	1
32759	1535	the story and theme make up for it	3
32765	1536	The concert footage is stirring	3
32774	1536	the recording sessions are intriguing , and	3
32775	1536	the recording sessions are intriguing ,	3
32776	1536	the recording sessions are intriguing	3
32782	1536	-- on the way to striking a blow for artistic integrity --	4
32785	1536	the way to striking a blow for artistic integrity	3
32787	1536	striking a blow for artistic integrity	3
32793	1536	this quality band may pick up new admirers	3
32806	1537	feel like they 've been patched in from an episode of Miami Vice .	1
32808	1537	like they 've been patched in from an episode of Miami Vice	1
32810	1537	've been patched in from an episode of Miami Vice	3
32812	1537	patched in from an episode of Miami Vice	1
32827	1538	things that elevate `` Glory '' above most of its ilk , most notably	3
32828	1538	things that elevate `` Glory '' above most of its ilk ,	3
32829	1538	things that elevate `` Glory '' above most of its ilk	3
32830	1538	that elevate `` Glory '' above most of its ilk	3
32831	1538	elevate `` Glory '' above most of its ilk	3
32868	1539	all , a condition only the old are privy to	1
32869	1539	a condition only the old are privy to	3
32901	1541	manages to sustain a good simmer for most of its running time	3
32902	1541	to sustain a good simmer for most of its running time	3
32903	1541	sustain a good simmer for most of its running time	3
32926	1542	willingness to explore its principal characters with honesty , insight and humor	3
32927	1542	to explore its principal characters with honesty , insight and humor	3
32928	1542	explore its principal characters with honesty , insight and humor	3
32932	1542	with honesty , insight and humor	3
32952	1544	As predictable as the outcome of a Globetrotters-Generals game	0
32953	1544	predictable as the outcome of a Globetrotters-Generals game	1
32966	1544	is even more ludicrous than you 'd expect from the guy-in-a-dress genre	1
32974	1544	expect from the guy-in-a-dress genre	1
32979	1544	a personal low for everyone involved	0
32983	1545	But it 's hard to imagine a more generic effort in the genre .	0
32984	1545	it 's hard to imagine a more generic effort in the genre .	1
32985	1545	's hard to imagine a more generic effort in the genre .	1
32986	1545	's hard to imagine a more generic effort in the genre	1
32987	1545	hard to imagine a more generic effort in the genre	0
32996	1546	Jason Patric and Ray Liotta make for one splendidly cast pair .	4
33004	1546	make for one splendidly cast pair .	3
33005	1546	make for one splendidly cast pair	3
33021	1547	the belly laughs of lowbrow comedy	3
33026	1547	without sacrificing its high-minded appeal	3
33027	1547	sacrificing its high-minded appeal	1
33032	1548	It 's simply stupid , irrelevant and deeply , truly , bottomlessly cynical .	0
33033	1548	's simply stupid , irrelevant and deeply , truly , bottomlessly cynical .	0
33034	1548	's simply stupid , irrelevant and deeply , truly , bottomlessly cynical	0
33035	1548	's simply stupid , irrelevant and deeply , truly ,	1
33036	1548	's simply stupid , irrelevant and deeply , truly	1
33037	1548	's simply stupid , irrelevant and deeply ,	0
33038	1548	's simply stupid , irrelevant and deeply	0
33039	1548	simply stupid , irrelevant and deeply	0
33040	1548	simply stupid , irrelevant and	1
33057	1549	from the script 's bad ideas and awkwardness	1
33058	1549	the script 's bad ideas and awkwardness	1
33062	1550	It 's just hard to believe that a life like this can sound so dull .	1
33063	1550	's just hard to believe that a life like this can sound so dull .	1
33064	1550	's just hard to believe that a life like this can sound so dull	1
33065	1550	hard to believe that a life like this can sound so dull	1
33066	1550	to believe that a life like this can sound so dull	1
33067	1550	believe that a life like this can sound so dull	0
33068	1550	that a life like this can sound so dull	1
33069	1550	a life like this can sound so dull	1
33077	1551	you 're not fans of the adventues of Steve and Terri	1
33089	1551	, you should avoid this like the dreaded King Brown snake .	0
33090	1551	you should avoid this like the dreaded King Brown snake .	0
33091	1551	should avoid this like the dreaded King Brown snake .	0
33092	1551	should avoid this like the dreaded King Brown snake	0
33093	1551	avoid this like the dreaded King Brown snake	0
33094	1551	this like the dreaded King Brown snake	1
33105	1552	Wait for pay per view or rental but	1
33114	1552	dismiss BarberShop out of hand	0
33121	1553	All very stylish and beautifully photographed , but far more trouble	3
33122	1553	very stylish and beautifully photographed , but far more trouble	3
33123	1553	very stylish and beautifully photographed , but far more	4
33124	1553	very stylish and beautifully photographed , but	3
33125	1553	very stylish and beautifully photographed ,	4
33126	1553	very stylish and beautifully photographed	4
33142	1553	playing more than one role just to add to the confusion	1
33152	1554	`` The Dangerous Lives of Altar Boys '' has flaws , but	1
33153	1554	`` The Dangerous Lives of Altar Boys '' has flaws ,	1
33154	1554	`` The Dangerous Lives of Altar Boys '' has flaws	1
33164	1554	it also has humor and heart and very talented young actors	4
33165	1554	also has humor and heart and very talented young actors	3
33166	1554	has humor and heart and very talented young actors	4
33167	1554	humor and heart and very talented young actors	3
33178	1555	a classical dramatic animated feature ,	3
33179	1555	a classical dramatic animated feature	3
33180	1555	classical dramatic animated feature	3
33184	1555	hip , contemporary , in-jokey one	3
33192	1556	A technically well-made suspenser	4
33193	1556	technically well-made suspenser	3
33208	1556	as it races to the finish line proves simply too discouraging to let slide	1
33209	1556	it races to the finish line proves simply too discouraging to let slide	1
33216	1556	proves simply too discouraging to let slide	0
33217	1556	simply too discouraging to let slide	1
33226	1557	A funny and well-contructed black comedy	4
33227	1557	funny and well-contructed black comedy	4
33230	1557	where the old adage `` be careful what you wish for ''	1
33235	1557	be careful what you wish for ''	1
33261	1558	an example to up-and-coming documentarians	4
33267	1558	the overlooked pitfalls of such an endeavour	1
33277	1559	A sun-drenched masterpiece , part parlor game , part psychological case study ,	3
33278	1559	A sun-drenched masterpiece , part parlor game , part psychological case study	4
33279	1559	A sun-drenched masterpiece , part parlor game ,	4
33280	1559	A sun-drenched masterpiece , part parlor game	4
33294	1560	So bland and utterly forgettable	1
33298	1560	that it might as well have been titled Generic Jennifer Lopez Romantic Comedy .	0
33299	1560	that it might as well have been titled Generic Jennifer Lopez Romantic Comedy	0
33300	1560	it might as well have been titled Generic Jennifer Lopez Romantic Comedy	0
33301	1560	might as well have been titled Generic Jennifer Lopez Romantic Comedy	1
33304	1560	have been titled Generic Jennifer Lopez Romantic Comedy	1
33305	1560	been titled Generic Jennifer Lopez Romantic Comedy	1
33308	1560	Generic Jennifer Lopez Romantic Comedy	1
33317	1561	shallow and immature character with whom to spend 110 claustrophobic minutes	1
33319	1561	shallow and immature character	0
33324	1561	to spend 110 claustrophobic minutes	1
33325	1561	spend 110 claustrophobic minutes	0
33335	1562	the compassion , good-natured humor and	3
33336	1562	the compassion , good-natured humor	3
33337	1562	compassion , good-natured humor	4
33347	1562	first film something of a sleeper success	3
33356	1563	thanks to Kline 's superbly nuanced performance , that pondering	3
33357	1563	to Kline 's superbly nuanced performance , that pondering	4
33359	1563	Kline 's superbly nuanced performance ,	4
33360	1563	Kline 's superbly nuanced performance	3
33383	1565	A lot more dimensional and complex than its sunny disposition	3
33384	1565	more dimensional and complex than its sunny disposition	3
33388	1565	complex than its sunny disposition	3
33400	1566	comes at film with bracing intelligence and a vision both painterly and literary	4
33403	1566	with bracing intelligence and a vision both painterly and literary	4
33404	1566	bracing intelligence and a vision both painterly and literary	4
33405	1566	intelligence and a vision both painterly and literary	3
33406	1566	a vision both painterly and literary	3
33419	1567	bringing an unforced , rapid-fire delivery	3
33420	1567	an unforced , rapid-fire delivery	3
33421	1567	unforced , rapid-fire delivery	3
33439	1568	runs through a remarkable amount of material in the film 's short 90 minutes	3
33440	1568	through a remarkable amount of material in the film 's short 90 minutes	3
33441	1568	a remarkable amount of material in the film 's short 90 minutes	3
33453	1569	Deep down , I realized the harsh reality of my situation	1
33456	1569	I realized the harsh reality of my situation	1
33457	1569	realized the harsh reality of my situation	1
33458	1569	the harsh reality of my situation	1
33464	1569	I would leave the theater with a lower I.Q. than when I had entered	0
33465	1569	would leave the theater with a lower I.Q. than when I had entered	0
33466	1569	leave the theater with a lower I.Q. than when I had entered	0
33468	1569	with a lower I.Q. than when I had entered	0
33469	1569	a lower I.Q. than when I had entered	0
33478	1570	A story which fails to rise above its disgusting source material .	0
33479	1570	story which fails to rise above its disgusting source material .	0
33480	1570	story which fails to rise above its disgusting source material	0
33481	1570	which fails to rise above its disgusting source material	1
33482	1570	fails to rise above its disgusting source material	0
33484	1570	rise above its disgusting source material	3
33485	1570	above its disgusting source material	3
33486	1570	its disgusting source material	0
33490	1571	To Blandly Go Where We Went 8 Movies Ago ...	1
33492	1571	Blandly Go Where We Went 8 Movies Ago	0
33508	1572	an impossible spot because his character 's deceptions ultimately undo him and	1
33512	1572	because his character 's deceptions ultimately undo him	1
33513	1572	his character 's deceptions ultimately undo him	1
33520	1572	the believability of the entire scenario	3
33542	1573	can still turn out a small , personal film with an emotional wallop	3
33544	1573	turn out a small , personal film with an emotional wallop	3
33562	1574	made fresh by an intelligent screenplay and gripping performances	4
33563	1574	fresh by an intelligent screenplay and gripping performances	4
33564	1574	by an intelligent screenplay and gripping performances	4
33565	1574	an intelligent screenplay and gripping performances	4
33588	1576	to the nadir of the thriller\/horror	1
33589	1576	the nadir of the thriller\/horror	1
33597	1577	Beautifully shot against the frozen winter landscapes of Grenoble and Geneva	4
33599	1577	against the frozen winter landscapes of Grenoble and Geneva	3
33616	1577	unfolds with all the mounting tension of an expert thriller ,	4
33617	1577	unfolds with all the mounting tension of an expert thriller	4
33618	1577	with all the mounting tension of an expert thriller	3
33619	1577	all the mounting tension of an expert thriller	3
33637	1578	A man leaving the screening said the film was better than Saving Private Ryan .	4
33642	1578	said the film was better than Saving Private Ryan .	4
33643	1578	said the film was better than Saving Private Ryan	3
33644	1578	the film was better than Saving Private Ryan	4
33645	1578	was better than Saving Private Ryan	3
33654	1580	A soul-stirring documentary about the Israeli\/Palestinian conflict as	3
33659	1580	the Israeli\/Palestinian conflict as	1
33660	1580	Israeli\/Palestinian conflict as	3
33666	1580	the eyes of some children who remain curious about each other against all odds	3
33667	1580	of some children who remain curious about each other against all odds	3
33671	1580	remain curious about each other against all odds	3
33672	1580	curious about each other against all odds	3
33673	1580	about each other against all odds	3
33677	1581	Certainly the performances are worthwhile .	3
33678	1581	the performances are worthwhile .	4
33689	1582	designed as a reverie about memory and regret ,	3
33691	1582	as a reverie about memory and regret	3
33708	1583	It trusts the story it sets out to tell .	4
33709	1583	trusts the story it sets out to tell .	3
33710	1583	trusts the story it sets out to tell	3
33719	1585	An engrossing and infectiously enthusiastic documentary .	4
33720	1585	An engrossing and infectiously enthusiastic documentary	4
33721	1585	engrossing and infectiously enthusiastic documentary	4
33722	1585	engrossing and infectiously enthusiastic	4
33726	1586	A memorable experience that , like many of his works , presents weighty issues	3
33740	1586	colorfully wrapped up in his own idiosyncratic strain of kitschy goodwill .	3
33754	1587	Its gentle , touching story creeps into your heart .	4
33782	1588	a rushed , slapdash , sequel-for-the-sake - of-a-sequel with less than half	0
33783	1588	a rushed , slapdash , sequel-for-the-sake - of-a-sequel	0
33784	1588	rushed , slapdash , sequel-for-the-sake - of-a-sequel	1
33785	1588	rushed , slapdash , sequel-for-the-sake -	1
33786	1588	rushed , slapdash , sequel-for-the-sake	0
33809	1589	moving , portraying both the turmoil of the time and	3
33810	1589	moving , portraying both the turmoil of the time	3
33833	1589	for a film that takes nearly three hours to unspool	1
33834	1589	a film that takes nearly three hours to unspool	1
33835	1589	that takes nearly three hours to unspool	1
33836	1589	takes nearly three hours to unspool	1
33842	1589	, is both funny and irritating	3
33851	1590	that derives from a workman 's grasp of pun and entendre and its attendant	3
33861	1590	of pun and entendre and its attendant	3
33870	1590	need to constantly draw attention to itself .	3
33883	1591	A cellophane-pop remake of the punk	1
33890	1591	classic Ladies and Gentlemen , The Fabulous Stains	3
33902	1591	is never much worse than bland or better than inconsequential	1
33903	1591	much worse than bland or better than inconsequential	1
33916	1592	transports the viewer into an unusual space	3
33922	1593	Every joke is repeated at least four times .	1
33924	1593	is repeated at least four times .	1
33937	1594	the Vertical Limit of surfing movies -	3
